t	f1	f2	f3	f4
35.4315	0.031428781951	0.0103394998824	0.0018372182641	8.24684149965e-05
35.5342	-0.0150035731257	-0.00627808003705	0.00142806898809	7.4791968091e-05
35.6369	-0.011507139004	-0.00426034589556	0.00134383572426	6.81637112713e-05
35.7396	0.00295999733838	0.00318228875558	0.00139564748639	6.22973623679e-05
35.8423	0.00404420765637	0.00327323303309	0.00131892065308	5.68404883367e-05
35.945	0.00163230205485	0.00139180081905	0.00117837671928	5.17869093891e-05
36.0477	0.00804422473522	0.00263190979724	0.00106870367458	4.71778241639e-05
36.1504	-0.000113396918608	-0.00122815250559	0.000930671867166	4.2916653043e-05
36.2531	-0.000170061805008	0.00551521022706	0.000910578642754	3.91266395747e-05
36.3558	0.000661537831375	0.00173257484607	0.000716678038881	3.55047100512e-05
36.4585	0.0056979835799	-0.00671703343996	0.00045248840546	3.21538875861e-05
36.5612	-0.0520719653769	-0.003521188723	0.000408845029016	2.93698148801e-05
36.6639	0.0949414276818	0.00863691640018	0.000515433780362	2.70837813141e-05
36.7666	-0.0779644328299	0.000303521938048	0.000376999805618	2.48967422341e-05
36.8693	0.0582778269402	-0.00201587542424	0.000303794752053	2.31103314889e-05
36.972	-0.0589230442894	0.0014937406218	0.000334459153211	2.17466416852e-05
37.0747	0.046199412235	0.00184480837051	0.000335956456493	2.06470051023e-05
37.1774	-0.0244575660782	-0.00127465615501	0.000282875479333	1.9754441904e-05
37.2801	0.00426768550191	-0.000328556739294	0.000268654726121	1.91286983661e-05
37.3828	0.0320323099239	2.08718682182e-05	0.000271789133067	1.87158148776e-05
37.4855	-0.0492088251672	0.00115616498048	0.00028603787076	1.84812312966e-05
37.5882	0.0521448752192	6.60255449647e-06	0.000245651487798	1.83390241303e-05
37.6909	-0.0635868568985	-0.00341645594968	0.000200316834839	1.8330241692e-05
37.7936	0.0373762933531	0.00400082263222	0.000297060594451	1.86024155417e-05
37.8963	0.00531385101059	0.00308710251597	0.000261614618076	1.88867969997e-05
37.999	-0.0214657148944	-0.00198428609209	0.000138979806171	1.92359402524e-05
38.1017	0.0474001983971	0.00115951116971	0.000105769563816	1.98281765559e-05
38.2044	-0.0480404652883	-0.00132988970615	-9.67314223042e-06	2.04791206621e-05
38.3071	0.0317225048453	-0.00296135246075	-0.000154076436512	2.12150947466e-05
38.4098	-0.0326968255233	-0.00202396251571	-0.000243606835226	2.20884258219e-05
38.5125	-0.00662142338397	-0.000136841654416	-0.000226636307528	2.31358434519e-05
38.6152	0.0396297897786	0.00575519755533	-4.5950746246e-05	2.44543319833e-05
38.7179	-0.0534132790157	0.00258097716354	0.000158776295545	2.60537535191e-05
38.8206	0.0954346238521	0.00365925518726	0.000498595186367	2.83697849596e-05
38.9233	-0.0872497237951	-0.00320326250227	0.000755189790151	3.17469993429e-05
39.026	0.0781585398467	-0.00512906195942	0.000909378621382	3.70153837125e-05
39.1287	-0.0877178067892	-0.00790400323944	0.000773060736873	4.51370027049e-05
39.2314	0.0328089072721	0.00130199754085	0.000365476264385	5.75456912086e-05
39.3341	-0.00968015044853	0.00207115338038	-0.000549023709703	7.55884606509e-05
39.4368	-0.025718420525	0.00778416501074	-0.0016679458917	0.000101162617125
39.5395	0.0993959316668	0.00750702034434	-0.00271776495772	0.000135942310892
39.6422	-0.0834949977673	0.00206662976788	-0.00317627124474	0.000181423065997
39.7449	0.109926850898	0.00089962218591	-0.00249534276923	0.000238474378868
39.8476	-0.117208476539	-0.0208574448639	-0.000529735654534	0.000306736970046
39.9503	-0.00552532394286	-0.0144799459931	0.0034760318183	0.000385543236623
